Super Rookie								
John Dalagelis								
Feroun								
DAV3								
Nicolas Recalde								
Shatalov								
Persuasion (1)								
The Moonwalker								
Surrealists								
Cailin	/artist/66843:Cailin-Power	vrouw	Ierland	DJ	deephouse, house, lounge, techhouse			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/cailin-power', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/100000432514718'}
NC (1)								
Reiss (2)								
Subcoat								
Marc Flaque								
Ezekiel (DE)								
Coltsfoot								
Eoin Donovan								
Eigenwijs	/artist/70438:Eigenwijs	man	Nederland	DJ, producer				{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/eigenwijs'}
Menlo								
Tom Schön	/artist/95505:Bionicle	man	Nederland	DJ	hardstyle			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/officialbionicle', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/336423323176072'}
Stefano Sini								
Simone Cristini								
Kareem El Morr								
Vlada Vortex								
Synchronism								
Gasm	/artist/120681:Lord-Gasmique	man		zanger	hip hop			{'youtube': 'https://partyflock.nlhttps://www.youtube.com/channel/UCi2QNbxCJsTtYs0wkQvjMrw', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/583766808437829', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/2nS6z4DOaQEdTNEMBFq2Ee', 'twitter': 'https://partyflock.nlhttps://twitter.com/lordgasmique63', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/lordgasmique/'}
Pedro Bucarelli								
Morrissey Blvd.								
Nudity								
XPM The DJ								
Agatha Pher	/artist/121461:Agatha-Pher	vrouw	Spanje	DJ	techno			{'youtube': 'https://partyflock.nlhttps://www.youtube.com/AgathaPher', 'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/agathapherofficial', 'instagram': 'https://partyflock.nlhttps://www.instagram.com/agathapher/', 'spotify': 'https://partyflock.nlhttps://open.spotify.com/artist/0VRg3UWCu6DUIB7r5jqZZJ?fo=1', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/127342407337590', 'twitter': 'https://partyflock.nlhttps://twitter.com/AgathaPher'}
Blokhe4d	/artist/68944:Blokhe4d	man	Verenigd Koninkrijk	DJ, groep	drum & bass			{'soundcloud': 'https://partyflock.nlhttps://soundcloud.com/blokhe4d', 'facebook': 'https://partyflock.nlhttps://www.facebook.com/211989538414', 'twitter': 'https://partyflock.nlhttps://twitter.com/blokhe4d'}
Mark Osborne	/artist/46575:Blastoclyst	man	Verenigde Staten	live act	eclectic			{}
